"Names","TA","Mass"
"20160708_CRM.csv",2235.96877936769,100.12,NA
"20160708_TANK10.csv",2155.30754041266,99.95,NA
"20160708_TANK11.csv",2163.9252126567,99.96,NA
"20160708_TANK12.csv",2172.85160729337,99.98,NA
"20160708_TANK13.csv",2167.10711544982,99.95,NA
"20160708_TANK14.csv",2155.53379104365,100,NA
"20160708_TANK15.csv",2162.42525851729,99.97,NA
"20160708_TANK16.csv",2154.82359566058,99.95,NA
"20160708_TANK17.csv",2164.35236404708,99.95,NA
"20160708_TANK18.csv",2159.29785736511,99.94,NA
"20160708mass.csv",NA,NA,NA
"TA 20160708 .csv",NA,NA,NA
