Tank,Mass,Salinity
20160708_CRM,100.12,33.331
20160708_TANK10,99.95,33.7
20160708_TANK11,99.96,33.8
20160708_TANK12,99.98,33.8
20160708_TANK13,99.95,33.5
20160708_TANK14,100,33.6
20160708_TANK15,99.97,33.8
20160708_TANK16,99.95,33.9
20160708_TANK17,99.95,33.9
20160708_TANK18,99.94,33.8
