Tank,Mass,Salinity
20160623_CRM,99.99,33.624
20160623_CRM2,100,33.624
20160623_CRM3,100,33.624
20160623_TANK10,100.01,33.7
20160623_TANK11,99.97,33.5
20160623_TANK12,100,33.6
20160623_TANK13,100.03,33.7
20160623_TANK14,100,33.6
20160623_TANK15,99.99,33.7
20160623_TANK16,100,33.7
20160623_TANK17,99.98,33.7
20160623_TANK18,100,33.7
