Titration report,,,,, ,
Method,,,,,,
Method ID,,110,,"Release state
",Released,
Name,,CSUN2,,Modified by,SystemInternal,
Modified on,,2/22/2016 12:39:07 PM,,,,
Titration (EQP) [1],,"Scope 1/1, Sample 1/1",,,,
Measured Values,,"Scope 1/1, Sample 1/1",,,,
Time,V,Meas. value,dV,Temp.,dE,dE/dV
[s],[mL],[mV],[mL],[°C],[mV],[mV/mL]
0,0.0000,56.4,,21.4,,
28,0.0400,-26.3,0.0400,21.4,-82.7,
58,0.0800,-49.4,0.0400,21.4,-23.1,
61,0.1200,-49.5,0.0400,21.4,-0.1,
65,0.1600,-49.0,0.0400,21.4,0.5,
95,0.2000,-41.0,0.0400,21.4,8.0,
122,0.2400,-33.9,0.0400,21.4,7.1,
144,0.2800,-28.0,0.0400,21.4,5.9,
163,0.3200,-23.3,0.0400,21.4,4.7,
180,0.3600,-19.1,0.0400,21.4,4.2,
194,0.4000,-15.4,0.0400,21.4,3.7,
205,0.4400,-12.7,0.0400,21.4,2.7,
218,0.4800,-9.9,0.0400,21.4,2.8,
224,0.5200,-8.4,0.0400,21.4,1.5,
238,0.5600,-3.1,0.0400,21.4,5.3,
246,0.6000,-1.1,0.0400,21.4,2.0,
250,0.6400,-0.7,0.0400,21.5,0.4,
254,0.6800,0.2,0.0400,21.4,0.9,
261,0.7200,2.5,0.0400,21.5,2.3,
267,0.7600,3.9,0.0400,21.4,1.4,
272,0.8000,5.4,0.0400,21.5,1.5,
275,0.8400,5.9,0.0400,21.5,0.5,
290,0.8800,10.9,0.0400,21.5,5.0,
297,0.9200,12.5,0.0400,21.5,1.6,
302,0.9600,14.5,0.0400,21.5,2.0,
308,1.0000,16.0,0.0400,21.5,1.5,
312,1.0400,17.5,0.0400,21.5,1.5,
318,1.0800,19.2,0.0400,21.5,1.7,
323,1.1200,21.3,0.0400,21.5,2.1,
330,1.1600,22.9,0.0400,21.5,1.6,
335,1.2000,25.6,0.0400,21.5,2.7,
340,1.2400,26.7,0.0400,21.5,1.1,
346,1.2800,28.2,0.0400,21.5,1.5,
351,1.3200,31.3,0.0400,21.5,3.1,
356,1.3600,32.8,0.0400,21.5,1.5,
362,1.4000,34.3,0.0400,21.5,1.5,
367,1.4400,37.4,0.0400,21.5,3.1,
372,1.4800,40.2,0.0400,21.5,2.8,
377,1.5200,45.1,0.0400,21.5,4.9,
381,1.5600,46.3,0.0400,21.5,1.2,
385,1.6000,49.6,0.0400,21.5,3.3,
390,1.6400,50.7,0.0400,21.5,1.1,
395,1.6800,52.2,0.0400,21.5,1.5,
400,1.7200,55.1,0.0400,21.5,2.9,
404,1.7600,58.0,0.0400,21.5,2.9,
409,1.8000,63.2,0.0400,21.5,5.2,
414,1.8400,67.0,0.0400,21.5,3.8,
418,1.8800,73.8,0.0400,21.5,6.8,
422,1.9200,75.1,0.0400,21.5,1.3,
426,1.9600,83.6,0.0400,21.5,8.5,
431,2.0000,86.7,0.0400,21.5,3.1,
436,2.0400,90.1,0.0400,21.5,3.4,
441,2.0800,96.0,0.0400,21.5,5.9,
471,2.1200,110.3,0.0400,21.5,14.3,
493,2.1600,124.8,0.0400,21.5,14.5,
514,2.2000,141.0,0.0400,21.5,16.2,374.60
524,2.2400,154.7,0.0400,21.5,13.7,335.68
533,2.2800,165.7,0.0400,21.5,11.0,265.40
539,2.3200,174.7,0.0400,21.5,9.0,201.83
543,2.3600,181.4,0.0400,21.5,6.7,145.56
669,2.3800,183.2,0.0200,21.5,1.8,125.56
673,2.4000,185.9,0.0200,21.5,2.7,109.97
678,2.4200,187.8,0.0200,21.5,1.9,100.11
683,2.4400,190.1,0.0200,21.5,2.3,98.15
688,2.4600,192.1,0.0200,21.5,2.0,98.50
