Tank,Mass,Salinity
20160418_CRM,100,33.561
20160418_TANK10,100.58,33.6
20160418_TANK11,100.7,33.7
20160418_TANK12,100.06,33.7
20160418_TANK13,100.05,33.5
20160418_TANK14,100.06,33.3
20160418_TANK15,100.24,33.1
20160418_TANK16,100.01,33.4
20160418_TANK17,100.08,33.3
20160418_TANK18,100.04,33.3
