* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = E:\TaqMan_Std.eds
* Experiment Run End Time = Not Started
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP	EXPFAIL	THOLDFAIL
F3	28	13455	13791	17439	33399
F4	28	15479	15273	19099	36095
F5	28	108744	52819	31300	40099
F6	28	111119	54865	32706	42151
F7	28	16669	19293	22502	40206
F8	28	16202	19214	22305	39705
F9	28	97513	48271	29335	38486
F10	28	101011	50460	30546	39899
F11	28	12479	14333	18189	34376
F12	28	11900	14115	17853	33414
G1	28	103216	49894	29782	38699
G2	28	101925	48886	28910	37815
G3	28	14266	13947	17823	34233
G4	28	15515	14915	18796	35661
G5	28	105444	51486	31016	40392
G6	28	100833	50141	30414	39994
G7	28	13383	14338	18747	36091
G8	28	13993	14743	19195	36860
G9	28	-13201	-8541	-5500	-4668
G10	28	-13786	-9019	-5849	-5002
G11	28	-13656	-8947	-5885	-5119
G12	28	-11838	-7548	-4839	-4108
H1	28	-11049	-7248	-4727	-4057
H2	28	-12381	-8075	-5261	-4522
H3	28	-11069	-7155	-4601	-3830
H4	28	-13365	-8719	-5593	-4718
H5	28	-12245	-7856	-4999	-4115
H6	28	-12166	-7863	-5000	-4117
H7	28	-12982	-8284	-5278	-4389
H8	28	-13438	-8693	-5577	-4724
H9	28	-14178	-9176	-5882	-4931
H10	28	-13972	-9089	-5843	-4873
H11	28	-12684	-8128	-5220	-4474
H12	28	-12500	-8053	-5206	-4499
A1	29	-12973	-8489	-5508	-4606
A2	29	-12531	-8087	-5183	-4311
A3	29	-13150	-8490	-5550	-4693
A4	29	-13626	-8858	-5719	-4870
A5	29	-12653	-8273	-5383	-4553
A6	29	-12761	-8336	-5423	-4606
A7	29	-12245	-7906	-5061	-4281
A8	29	-12456	-7976	-5104	-4276
A9	29	-12698	-8227	-5304	-4510
A10	29	-13003	-8393	-5377	-4541
A11	29	-13306	-8569	-5564	-4790
A12	29	-12245	-7878	-5089	-4311
B1	29	82463	38809	23431	31651
B2	29	81344	38311	22425	30376
B3	29	9309	10906	14770	29240
B4	29	10005	11482	15325	30226
B5	29	130168	63247	35958	43781
B6	29	116887	57991	32999	40280
B7	29	12384	16259	19277	34873
B8	29	12920	17215	20255	36305
B9	29	109490	54478	31459	39072
B10	29	95155	47612	27954	35379
B11	29	11416	15648	17884	31533
B12	29	8024	12893	16110	29783
C1	29	89059	42553	25040	33007
C2	29	98202	47046	27823	36508
C3	29	11643	11922	15856	31052
C4	29	15356	15161	19302	37131
C5	29	96713	46430	27639	36226
C6	29	119953	58250	34709	45146
C7	29	17055	15863	19182	35978
C8	29	20427	18779	22261	40983
C9	29	100846	50207	30181	39300
C10	29	93191	46457	28011	36909
C11	29	12260	12677	16288	31282
C12	29	11888	12451	16035	30862
D1	29	97491	46821	27813	36504
D2	29	98848	46726	27502	36147
D3	29	14319	13942	17583	33764
D4	29	17683	16670	20291	37850
D5	29	123952	60138	35145	44310
D6	29	118739	57905	33838	42793
D7	29	18692	16953	20057	36926
D8	29	15134	14991	18640	35325
D9	29	102720	50796	30156	38711
D10	29	97627	48734	29003	37546
D11	29	16435	15551	18746	35072
D12	29	12129	12610	16115	30835
E1	29	90038	42732	25412	33488
E2	29	101589	48172	28301	36971
E3	29	12945	13868	17276	32701
E4	29	16892	17038	20529	37831
E5	29	115260	56006	33447	43028
E6	29	118315	57736	34420	44244
E7	29	17221	19779	22162	38545
E8	29	13850	17741	20621	36806
E9	29	95379	47155	28127	36673
E10	29	104040	51860	30940	39920
E11	29	11599	15301	18245	33059
E12	29	9473	13419	16594	30651
F1	29	91782	43783	26144	34417
F2	29	99639	46870	27583	36236
F3	29	13505	14263	17714	33508
F4	29	15516	15610	19235	36081
F5	29	113120	55020	32211	40640
F6	29	113457	55948	32904	41905
F7	29	16703	20564	23180	40439
F8	29	16365	20645	23113	40092
F9	29	97719	48399	29356	38417
F10	29	100865	50368	30404	39645
F11	29	12803	15257	18624	34460
F12	29	12555	15265	18553	33917
G1	29	103588	50086	29863	38779
G2	29	101514	48690	28730	37614
G3	29	14292	13969	17846	34277
G4	29	15380	14833	18690	35454
G5	29	105338	51375	30937	40223
G6	29	100523	49975	30242	39739
G7	29	13708	14580	18893	36203
G8	29	14160	14871	19243	36833
G9	29	-13224	-8566	-5539	-4690
G10	29	-13836	-9035	-5905	-5026
G11	29	-13680	-8952	-5883	-5128
G12	29	-11785	-7541	-4817	-4090
H1	29	-11071	-7254	-4740	-4072
H2	29	-12387	-8077	-5281	-4541
H3	29	-11056	-7164	-4587	-3832
H4	29	-13370	-8727	-5592	-4705
H5	29	-12225	-7857	-4980	-4103
H6	29	-12153	-7883	-5005	-4122
H7	29	-13000	-8306	-5280	-4408
H8	29	-13427	-8706	-5606	-4718
H9	29	-14199	-9194	-5898	-4938
H10	29	-13985	-9092	-5853	-4882
H11	29	-12690	-8147	-5221	-4506
H12	29	-12481	-8065	-5225	-4523
A1	30	-12946	-8489	-5504	-4605
A2	30	-12519	-8098	-5188	-4307
A3	30	-13156	-8529	-5556	-4707
A4	30	-13650	-8877	-5729	-4879
A5	30	-12645	-8265	-5377	-4565
A6	30	-12772	-8318	-5428	-4614
A7	30	-12260	-7902	-5063	-4279
A8	30	-12447	-7958	-5074	-4266
A9	30	-12710	-8246	-5318	-4523
A10	30	-12982	-8379	-5371	-4539
A11	30	-13338	-8572	-5545	-4810
A12	30	-12279	-7902	-5093	-4328
B1	30	82230	38737	23346	31531
B2	30	81557	38441	22497	30428
B3	30	9354	11531	15115	29328
B4	30	10199	12232	15741	30500
B5	30	143915	70014	38428	44787
B6	30	130801	65023	35676	41365
B7	30	12605	17583	20076	35338
B8	30	13193	18651	21104	36800
B9	30	121530	60593	33859	40206
B10	30	103206	51773	29523	36032
B11	30	11549	16842	18568	31855
B12	30	8174	14093	16795	30107
C1	30	89966	43046	25335	33369
C2	30	98631	47221	27916	36584
C3	30	12120	12220	16052	31266
C4	30	15374	15183	19299	37076
C5	30	97760	46986	27846	36317
C6	30	121411	58968	35004	45274
C7	30	19667	17193	19670	36169
C8	30	23069	20116	22734	41180
C9	30	101359	50457	30197	39205
C10	30	94138	47002	28234	37069
C11	30	14019	13550	16503	31235
C12	30	13467	13233	16328	30929
D1	30	98300	47297	28101	36832
D2	30	99273	46855	27552	36127
D3	30	14766	14309	17743	33856
D4	30	18153	17068	20452	37913
D5	30	130306	63265	36218	44592
D6	30	125542	61281	35115	43322
D7	30	21112	18203	20535	37146
D8	30	17327	16169	19132	35550
D9	30	106469	52676	30813	38927
D10	30	102250	51118	29960	38077
D11	30	19299	16961	19199	35145
D12	30	13564	13349	16331	30811
E1	30	90257	42922	25493	33578
E2	30	102269	48428	28453	37113
E3	30	13090	14610	17728	32959
E4	30	17146	17953	21094	38207
E5	30	116537	56656	33689	43080
E6	30	119682	58371	34609	44264
E7	30	17583	21356	23146	39174
E8	30	13978	19037	21322	37085
E9	30	98215	48574	28644	36846
E10	30	108055	53936	31770	40304
E11	30	11724	16476	18899	33310
E12	30	9471	14417	17107	30721
F1	30	91996	43880	26183	34408
F2	30	100015	46992	27656	36239
F3	30	13634	15028	18136	33718
F4	30	15992	16507	19864	36691
F5	30	119968	58408	33476	41159
F6	30	119837	59133	34089	42381
F7	30	17165	22232	24238	41166
F8	30	16441	21986	23847	40364
F9	30	98552	48790	29520	38477
F10	30	102379	51149	30776	39942
F11	30	13688	16796	19442	34854
F12	30	13179	16615	19216	34133
G1	30	103757	50187	29907	38749
G2	30	101718	48808	28777	37614
G3	30	14250	13918	17767	34149
G4	30	15496	14915	18714	35498
G5	30	105553	51506	30992	40262
G6	30	100657	50016	30268	39716
G7	30	13888	14700	18871	35966
G8	30	14607	15218	19407	36906
G9	30	-13200	-8556	-5502	-4684
G10	30	-13841	-9030	-5896	-5018
G11	30	-13684	-8951	-5908	-5125
G12	30	-11834	-7570	-4858	-4131
H1	30	-11057	-7264	-4758	-4063
H2	30	-12413	-8099	-5302	-4525
H3	30	-11040	-7161	-4599	-3847
H4	30	-13384	-8744	-5601	-4722
H5	30	-12227	-7861	-5001	-4113
H6	30	-12167	-7881	-5003	-4112
H7	30	-12994	-8312	-5263	-4394
H8	30	-13434	-8706	-5596	-4728
H9	30	-14191	-9190	-5905	-4952
H10	30	-13992	-9100	-5858	-4888
H11	30	-12685	-8133	-5225	-4504
H12	30	-12514	-8066	-5204	-4501
A1	31	-12977	-8485	-5501	-4620
A2	31	-12538	-8099	-5186	-4317
A3	31	-13166	-8532	-5558	-4710
A4	31	-13679	-8859	-5744	-4866
A5	31	-12641	-8268	-5401	-4569
A6	31	-12782	-8327	-5427	-4606
A7	31	-12269	-7912	-5069	-4285
A8	31	-12466	-7983	-5081	-4271
A9	31	-12725	-8241	-5322	-4512
A10	31	-13003	-8392	-5388	-4543
A11	31	-13302	-8573	-5554	-4800
A12	31	-12243	-7878	-5094	-4314
B1	31	82491	38839	23369	31548
B2	31	81641	38483	22460	30323
B3	31	9519	12500	15651	29636
B4	31	10134	13022	16104	30491
B5	31	162113	78908	41769	46132
B6	31	148090	73792	38991	42667
B7	31	12814	18849	20854	35709
B8	31	13343	19984	21884	37188
B9	31	137557	68743	36921	41466
B10	31	115658	58156	31965	36975
B11	31	11575	17899	19100	31997
B12	31	8337	15240	17480	30464
C1	31	90117	43139	25390	33368
C2	31	99124	47507	28071	36743
C3	31	12682	12511	16137	31233
C4	31	15586	15365	19462	37347
C5	31	99320	47731	28060	36270
C6	31	124134	60305	35491	45450
C7	31	24154	19466	20584	36694
C8	31	27531	22375	23609	41546
C9	31	102771	51181	30473	39269
C10	31	95533	47726	28515	37169
C11	31	17515	15302	17225	31511
C12	31	16314	14719	16918	31209
D1	31	98534	47332	28096	36769
D2	31	99926	47220	27732	36308
D3	31	15506	14901	18059	34050
D4	31	19153	17855	20844	38182
D5	31	142624	69373	38532	45538
D6	31	136693	66824	37099	43977
D7	31	25496	20586	21582	37836
D8	31	20873	18016	19829	35748
D9	31	113382	56150	32120	39446
D10	31	109449	54798	31371	38623
D11	31	24521	19680	20323	35741
D12	31	16257	14771	16913	31094
E1	31	90968	43220	25659	33736
E2	31	102405	48549	28455	37125
E3	31	13276	15676	18317	33279
E4	31	17153	18915	21581	38258
E5	31	119345	58054	34243	43352
E6	31	122054	59569	35015	44359
E7	31	17851	22802	23970	39650
E8	31	14095	20338	22062	37404
E9	31	103450	51244	29641	37215
E10	31	114672	57315	33058	40820
E11	31	11971	17867	19703	33800
E12	31	9769	15737	17909	31242
F1	31	92441	44105	26283	34478
F2	31	100439	47228	27765	36363
F3	31	13782	16081	18719	34006
F4	31	15579	16952	19948	36267
F5	31	131747	64277	35642	42036
F6	31	130731	64635	36169	43182
F7	31	17259	23499	24927	41438
F8	31	16592	23289	24579	40658
F9	31	100014	49554	29808	38614
F10	31	103519	51727	30942	39923
F11	31	15101	18743	20467	35374
F12	31	14602	18615	20356	34826
G1	31	104008	50308	29929	38759
G2	31	102095	48967	28880	37687
G3	31	14262	13971	17813	34181
G4	31	15478	14944	18747	35561
G5	31	105859	51647	31024	40248
G6	31	100997	50231	30357	39835
G7	31	14703	15379	19191	36168
G8	31	15314	15863	19744	37133
G9	31	-13210	-8566	-5520	-4682
G10	31	-13847	-9038	-5890	-5034
G11	31	-13677	-8955	-5914	-5142
G12	31	-11786	-7542	-4820	-4088
H1	31	-11082	-7260	-4740	-4065
H2	31	-12410	-8106	-5285	-4509
H3	31	-11053	-7147	-4581	-3823
H4	31	-13397	-8735	-5602	-4734
H5	31	-12255	-7881	-4988	-4127
H6	31	-12181	-7886	-5009	-4112
H7	31	-13006	-8306	-5274	-4414
H8	31	-13443	-8698	-5599	-4730
H9	31	-14200	-9194	-5895	-4931
H10	31	-13985	-9104	-5859	-4895
H11	31	-12668	-8132	-5211	-4500
H12	31	-12511	-8082	-5224	-4503
A1	32	-12953	-8502	-5509	-4608
A2	32	-12538	-8102	-5173	-4297
A3	32	-13156	-8536	-5570	-4710
A4	32	-13679	-8897	-5723	-4870
A5	32	-12649	-8284	-5402	-4566
A6	32	-12770	-8337	-5452	-4617
A7	32	-12278	-7920	-5087	-4282
A8	32	-12461	-8017	-5100	-4265
A9	32	-12717	-8242	-5323	-4521
A10	32	-13005	-8404	-5395	-4551
A11	32	-13358	-8618	-5575	-4830
A12	32	-12244	-7883	-5097	-4330
B1	32	83256	39212	23573	31701
B2	32	82181	38695	22544	30311
B3	32	9658	13633	16305	29969
B4	32	10519	14348	16948	31085
B5	32	179717	87678	44848	46887
B6	32	168135	83921	42820	44211
B7	32	12880	19860	21414	35940
B8	32	13635	21259	22661	37664
B9	32	154904	77492	40104	42399
B10	32	131742	66376	35120	38265
B11	32	11998	19152	19922	32641
B12	32	8524	16324	18110	30804
C1	32	90034	43083	25304	33224
C2	32	99292	47602	28086	36704
C3	32	13920	13133	16394	31410
C4	32	15618	15373	19442	37264
C5	32	106427	51300	29745	37706
C6	32	129718	63058	36577	46016
C7	32	31040	22889	21864	37131
C8	32	34580	25904	24961	42084
C9	32	105915	52738	31094	39566
C10	32	98117	49040	29056	37448
C11	32	22782	17989	18216	31889
C12	32	20968	17135	17866	31624
D1	32	98663	47399	28088	36711
D2	32	100984	47746	27969	36492
D3	32	16840	15935	18497	34239
D4	32	20713	19077	21416	38415
D5	32	159917	77719	41418	46355
D6	32	155438	76131	40713	45692
D7	32	31758	23748	22708	38059
D8	32	26826	21178	21072	36321
D9	32	125507	62309	34471	40454
D10	32	121905	61138	33766	39616
D11	32	32044	23509	21779	36305
D12	32	20635	17050	17819	31507
E1	32	90907	43225	25591	33621
E2	32	103411	49082	28764	37438
E3	32	13470	16899	19040	33660
E4	32	17533	20445	22502	38874
E5	32	123338	59987	34810	43340
E6	32	128275	62666	36316	45150
E7	32	17949	23992	24665	39956
E8	32	14430	21664	22864	37957
E9	32	113162	56155	31503	37971
E10	32	126161	63136	35223	41636
E11	32	12164	19052	20425	34145
E12	32	9872	16794	18483	31485
F1	32	92768	44257	26320	34494
F2	32	101290	47671	27977	36575
F3	32	14025	17402	19480	34405
F4	32	16050	18412	20841	36921
F5	32	148733	72695	38839	43354
F6	32	147432	73063	39374	44558
F7	32	17422	24643	25614	41800
F8	32	17076	24754	25559	41420
F9	32	102673	50880	30337	38894
F10	32	106123	53026	31427	40114
F11	32	17244	21084	21627	35948
F12	32	16553	20812	21451	35359
G1	32	104354	50478	29999	38835
G2	32	102494	49157	28974	37766
G3	32	14190	13896	17723	33961
G4	32	15546	14962	18745	35511
G5	32	106372	51904	31124	40270
G6	32	102042	50745	30636	40111
G7	32	16040	16428	19663	36304
G8	32	16656	16950	20274	37459
G9	32	-13215	-8556	-5527	-4680
G10	32	-13832	-9043	-5881	-5040
G11	32	-13700	-9000	-5915	-5138
G12	32	-11840	-7565	-4834	-4101
H1	32	-11089	-7272	-4765	-4070
H2	32	-12436	-8100	-5286	-4515
H3	32	-11022	-7122	-4579	-3808
H4	32	-13396	-8754	-5616	-4710
H5	32	-12222	-7872	-5003	-4105
H6	32	-12175	-7884	-5007	-4129
H7	32	-13028	-8326	-5299	-4400
H8	32	-13450	-8703	-5591	-4714
H9	32	-14211	-9184	-5919	-4938
H10	32	-13998	-9101	-5860	-4907
H11	32	-12662	-8143	-5211	-4484
H12	32	-12499	-8083	-5222	-4529
A1	33	-12997	-8546	-5520	-4627
A2	33	-12576	-8134	-5210	-4349
A3	33	-13169	-8546	-5567	-4726
A4	33	-13668	-8890	-5743	-4887
A5	33	-12632	-8253	-5413	-4571
A6	33	-12799	-8332	-5448	-4618
A7	33	-12272	-7929	-5089	-4283
A8	33	-12492	-8015	-5121	-4279
A9	33	-12723	-8270	-5324	-4533
A10	33	-13000	-8387	-5387	-4544
A11	33	-13325	-8588	-5567	-4804
A12	33	-12271	-7884	-5099	-4334
B1	33	83861	39458	23633	31668
B2	33	83426	39330	22826	30569
B3	33	9810	14787	16949	30325
B4	33	10864	15755	17786	31690
B5	33	205918	100673	49951	49473
B6	33	189646	94849	46914	45799
B7	33	13145	20953	22102	36421
B8	33	13753	22221	23213	37899
B9	33	177419	89001	44611	44559
B10	33	149062	75251	38448	39532
B11	33	11905	19726	20197	32594
B12	33	8640	17139	18581	31044
C1	33	89889	42988	25234	33100
C2	33	99685	47733	28109	36676
C3	33	16022	14166	16823	31626
C4	33	15516	15292	19344	37104
C5	33	111255	53582	30312	37320
C6	33	138700	67428	38198	46599
C7	33	40282	27476	23550	37700
C8	33	44552	30927	26849	42887
C9	33	110341	55019	31872	39716
C10	33	102018	51025	29741	37612
C11	33	30377	21819	19633	32399
C12	33	27719	20577	19157	32135
D1	33	98882	47545	28113	36725
D2	33	101790	48107	28023	36399
D3	33	19143	17660	19213	34463
D4	33	23400	21148	22323	38761
D5	33	183739	89642	46118	48714
D6	33	174860	85741	44170	46781
D7	33	41357	28934	24857	39272
D8	33	35138	25639	22826	37035
D9	33	141733	70435	37475	41538
D10	33	137938	69343	36880	40804
D11	33	41604	28355	23532	36845
D12	33	26960	20329	18996	31862
E1	33	91241	43390	25677	33721
E2	33	103428	49031	28687	37280
E3	33	13428	17952	19524	33655
E4	33	17668	21881	23298	39243
E5	33	132993	64712	36659	44236
E6	33	135811	66336	37480	45273
E7	33	18119	25037	25251	40199
E8	33	14602	22659	23473	38259
E9	33	127545	63500	34241	39076
E10	33	142327	71382	38308	42832
E11	33	12272	20029	20971	34412
E12	33	10122	17822	19099	31841
F1	33	93045	44422	26390	34509
F2	33	101441	47740	27942	36491
F3	33	14114	18650	20155	34702
F4	33	16274	19868	21642	37321
F5	33	167376	81847	42127	44442
F6	33	167192	83027	43108	46098
F7	33	17506	25547	26132	42048
F8	33	16859	25346	25763	41252
F9	33	106939	53066	31144	39216
F10	33	111152	55622	32433	40605
F11	33	20424	23758	22823	36450
F12	33	19617	23502	22776	36119
G1	33	104573	50563	30048	38845
G2	33	102633	49217	28938	37740
G3	33	14377	14049	17873	34250
G4	33	15462	14887	18661	35353
G5	33	107532	52547	31449	40617
G6	33	102458	50931	30686	40106
G7	33	18430	18362	20514	36746
G8	33	18739	18618	20974	37665
G9	33	-13207	-8572	-5530	-4705
G10	33	-13855	-9050	-5895	-5019
G11	33	-13718	-8971	-5925	-5149
G12	33	-11811	-7542	-4825	-4096
H1	33	-11092	-7279	-4750	-4099
H2	33	-12425	-8130	-5319	-4536
H3	33	-11094	-7180	-4617	-3847
H4	33	-13392	-8746	-5602	-4716
H5	33	-12251	-7869	-5015	-4118
H6	33	-12194	-7899	-5019	-4144
H7	33	-13014	-8325	-5275	-4402
H8	33	-13441	-8718	-5599	-4712
H9	33	-14212	-9178	-5906	-4940
H10	33	-13992	-9092	-5854	-4905
H11	33	-12676	-8141	-5231	-4496
H12	33	-12532	-8087	-5243	-4521
A1	34	-12997	-8517	-5528	-4633
A2	34	-12541	-8112	-5208	-4323
A3	34	-13173	-8519	-5573	-4708
A4	34	-13688	-8899	-5762	-4878
A5	34	-12627	-8278	-5416	-4575
A6	34	-12780	-8357	-5452	-4629
A7	34	-12284	-7917	-5079	-4281
A8	34	-12476	-7993	-5123	-4276
A9	34	-12757	-8270	-5352	-4551
A10	34	-13003	-8398	-5380	-4549
A11	34	-13371	-8627	-5589	-4799
A12	34	-12236	-7899	-5107	-4324
B1	34	85000	40001	23873	31864
B2	34	85172	40236	23185	30803
B3	34	9976	15821	17524	30486
B4	34	10848	16738	18277	31759
B5	34	230541	112773	54400	51143
B6	34	213530	106924	51541	47682
B7	34	13163	21590	22436	36488
B8	34	13861	23034	23684	38118
B9	34	199066	100037	48702	46110
B10	34	168741	85359	42304	41066
B11	34	12118	20523	20679	32953
B12	34	8725	17761	18964	31199
C1	34	89882	42973	25161	33017
C2	34	100270	47979	28189	36642
C3	34	19282	15729	17333	31707
C4	34	15626	15392	19416	37216
C5	34	123527	59668	32540	38243
C6	34	153765	74944	41003	47775
C7	34	51640	33143	25701	38640
C8	34	56794	37049	29186	43828
C9	34	119147	59466	33466	40249
C10	34	109953	55106	31313	38270
C11	34	39939	26690	21486	33171
C12	34	36434	25039	20845	32789
D1	34	99019	47551	28090	36594
D2	34	103520	48914	28277	36405
D3	34	23176	20659	20617	35240
D4	34	27997	24506	23797	39456
D5	34	205971	100601	50016	49915
D6	34	200135	98402	49062	49034
D7	34	51825	34577	26927	39807
D8	34	45260	31201	25042	37956
D9	34	160961	80149	41138	42965
D10	34	156840	79049	40520	42251
D11	34	52694	34175	25807	37873
D12	34	35483	24798	20730	32592
E1	34	91626	43540	25720	33718
E2	34	103929	49228	28724	37229
E3	34	13780	19340	20403	34297
E4	34	18009	23431	24208	39828
E5	34	147331	71939	39373	45336
E6	34	152325	74616	40783	46962
E7	34	18200	25936	25778	40517
E8	34	14530	23253	23768	38279
E9	34	144993	72364	37617	40419
E10	34	162466	81673	42235	44476
E11	34	12368	20819	21416	34587
E12	34	10199	18549	19510	32048
F1	34	93795	44776	26544	34609
F2	34	101767	47855	27921	36345
F3	34	14377	19926	20892	35117
F4	34	16441	21236	22399	37662
F5	34	191181	93738	46727	46519
F6	34	190123	94543	47454	47864
F7	34	17500	26201	26460	42144
F8	34	17034	26137	26244	41545
F9	34	114621	56953	32602	39733
F10	34	119963	60113	34126	41293
F11	34	24876	26892	24203	36998
F12	34	23653	26426	24078	36602
G1	34	104901	50755	30137	38889
G2	34	102285	49014	28817	37493
G3	34	14222	13926	17723	33965
G4	34	15624	15060	18772	35533
G5	34	107957	52672	31388	40317
G6	34	103139	51342	30871	40206
G7	34	22747	21603	22079	37577
G8	34	22521	21530	22323	38283
G9	34	-13230	-8575	-5545	-4692
G10	34	-13858	-9052	-5893	-5039
G11	34	-13729	-8981	-5921	-5143
G12	34	-11836	-7569	-4853	-4124
H1	34	-11083	-7262	-4766	-4072
H2	34	-12416	-8096	-5298	-4526
H3	34	-11008	-7149	-4565	-3827
H4	34	-13388	-8748	-5619	-4741
H5	34	-12278	-7861	-5011	-4135
H6	34	-12207	-7896	-5018	-4127
H7	34	-13030	-8326	-5285	-4426
H8	34	-13454	-8732	-5619	-4737
H9	34	-14204	-9212	-5922	-4940
H10	34	-13999	-9109	-5864	-4875
H11	34	-12670	-8126	-5213	-4494
H12	34	-12508	-8097	-5244	-4528
A1	35	-12976	-8530	-5499	-4627
A2	35	-12518	-8094	-5197	-4317
A3	35	-13183	-8540	-5582	-4718
A4	35	-13707	-8903	-5754	-4884
A5	35	-12632	-8280	-5434	-4582
A6	35	-12795	-8349	-5439	-4633
A7	35	-12302	-7919	-5090	-4280
A8	35	-12470	-7997	-5138	-4298
A9	35	-12718	-8259	-5357	-4542
A10	35	-13018	-8419	-5390	-4546
A11	35	-13329	-8585	-5569	-4789
A12	35	-12234	-7873	-5084	-4319
B1	35	86684	40921	24259	32108
B2	35	87955	41618	23733	31087
B3	35	10128	16799	18088	30826
B4	35	10917	17595	18748	31927
B5	35	255445	124997	58878	52721
B6	35	237725	119170	56159	49510
B7	35	13316	22274	22868	36826
B8	35	13930	23588	24003	38251
B9	35	223321	112280	53354	47963
B10	35	190178	96356	46505	42796
B11	35	12232	21017	20969	33054
B12	35	8799	18282	19248	31344
C1	35	90890	43473	25434	33272
C2	35	101334	48552	28411	36787
C3	35	24701	18352	18297	32048
C4	35	15709	15480	19486	37318
C5	35	141259	68518	35991	39887
C6	35	173736	84810	44647	49173
C7	35	62631	38673	27794	39475
C8	35	69060	43183	31428	44646
C9	35	134721	67419	36561	41708
C10	35	123021	61810	33862	39344
C11	35	50579	32242	23789	34415
C12	35	45939	29906	22687	33469
D1	35	100148	48160	28334	36784
D2	35	107285	50754	28975	36692
D3	35	29042	24695	22333	35947
D4	35	34890	29179	25813	40339
D5	35	233059	113932	54960	51909
D6	35	224385	110441	53429	50551
D7	35	63465	41272	29751	41212
D8	35	55665	37181	27445	38978
D9	35	183119	91395	45406	44729
D10	35	178487	90151	44754	43982
D11	35	62861	39550	27835	38588
D12	35	44865	29794	22696	33399
E1	35	91978	43754	25782	33684
E2	35	104757	49643	28866	37279
E3	35	13906	20376	20959	34562
E4	35	17798	24249	24562	39691
E5	35	166662	81494	42929	46751
E6	35	170342	83463	43887	47777
E7	35	18251	26519	26109	40569
E8	35	14839	24051	24285	38701
E9	35	165073	82618	41487	41960
E10	35	184295	92811	46434	46060
E11	35	12455	21426	21781	34790
E12	35	10494	19347	20075	32485
F1	35	94774	45256	26718	34719
F2	35	102700	48257	28050	36340
F3	35	14510	20947	21486	35375
F4	35	16534	22468	23158	38055
F5	35	215488	105813	51235	48314
F6	35	214016	106564	51944	49580
F7	35	17606	26786	26842	42385
F8	35	17492	27085	26940	42162
F9	35	127756	63646	35138	40729
F10	35	134159	67330	36868	42360
F11	35	30944	30663	25762	37644
F12	35	29331	30158	25694	37437
G1	35	104822	50746	30065	38805
G2	35	102573	49212	28895	37588
G3	35	14287	13994	17783	34054
G4	35	16063	15448	19195	36177
G5	35	110041	53712	31769	40499
G6	35	103975	51717	30949	40085
G7	35	28822	25906	23972	38388
G8	35	28362	25806	24265	39216
G9	35	-13237	-8586	-5533	-4683
G10	35	-13880	-9082	-5917	-5050
G11	35	-13740	-8989	-5933	-5139
G12	35	-11872	-7573	-4856	-4126
H1	35	-11091	-7290	-4757	-4090
H2	35	-12430	-8134	-5319	-4537
H3	35	-11066	-7172	-4588	-3844
H4	35	-13444	-8781	-5642	-4754
H5	35	-12260	-7880	-5023	-4115
H6	35	-12212	-7909	-5022	-4160
H7	35	-13013	-8323	-5290	-4401
H8	35	-13478	-8729	-5619	-4726
H9	35	-14199	-9176	-5916	-4951
H10	35	-14019	-9082	-5861	-4890
H11	35	-12690	-8153	-5207	-4509
H12	35	-12544	-8096	-5244	-4525
A1	36	-13014	-8543	-5543	-4641
A2	36	-12571	-8104	-5200	-4326
A3	36	-13182	-8546	-5569	-4729
A4	36	-13722	-8910	-5764	-4883
A5	36	-12611	-8297	-5423	-4557
A6	36	-12802	-8356	-5442	-4617
A7	36	-12301	-7951	-5093	-4309
A8	36	-12488	-8030	-5118	-4304
A9	36	-12682	-8253	-5326	-4528
A10	36	-13007	-8411	-5386	-4557
A11	36	-13311	-8582	-5567	-4812
A12	36	-12272	-7909	-5112	-4340
B1	36	89362	42181	24706	32219
B2	36	92503	43858	24520	31269
B3	36	10382	17680	18625	31223
B4	36	10874	18233	19041	31939
B5	36	283296	138564	63942	54873
B6	36	261431	131124	60665	51291
B7	36	13327	22661	23054	36781
B8	36	13991	24084	24304	38395
B9	36	246555	124062	57739	49604
B10	36	212000	107561	50759	44503
B11	36	11938	21026	20822	32648
B12	36	8874	18695	19485	31475
C1	36	91154	43584	25473	33175
C2	36	102658	49207	28640	36856
C3	36	32444	22109	19626	32485
C4	36	15950	15662	19665	37559
C5	36	160489	78184	39692	41433
C6	36	196635	96128	48878	50868
C7	36	72775	43730	29755	40339
C8	36	80587	48941	33631	45557
C9	36	153762	77142	40292	43250
C10	36	139807	70392	37125	40644
C11	36	59578	36818	25489	35031
C12	36	55002	34542	24455	34228
D1	36	101329	48711	28515	36796
D2	36	114178	54097	30218	37218
D3	36	36397	29330	24141	36427
D4	36	43894	34951	28269	41481
D5	36	266132	130295	61425	55169
D6	36	251323	123816	58424	52628
D7	36	73200	47068	32055	42053
D8	36	65092	42913	29855	40034
D9	36	207056	103514	49966	46610
D10	36	200121	101218	48875	45487
D11	36	71780	44615	29913	39553
D12	36	53783	34670	24612	34197
E1	36	93150	44339	26048	33873
E2	36	106276	50372	29136	37370
E3	36	13882	21052	21289	34612
