Titration report,,,,, ,
Method,,,,,,
Method ID,,110,,"Release state
",Released,
Name,,CSUN2,,Modified by,SystemInternal,
Modified on,,2/22/2016 12:39:07 PM,,,,
Titration (EQP) [1],,"Scope 1/1, Sample 8/9",,,,
Measured Values,,"Scope 1/1, Sample 8/9",,,,
Time,V,Meas. value,dV,Temp.,dE,dE/dV
[s],[mL],[mV],[mL],[°C],[mV],[mV/mL]
0,0.0000,46.2,,20.4,,
28,0.0400,-45.2,0.0400,20.4,-91.4,
49,0.0800,-58.9,0.0400,20.4,-13.7,
53,0.1200,-58.6,0.0400,20.4,0.3,
74,0.1600,-54.1,0.0400,20.4,4.5,
102,0.2000,-45.8,0.0400,20.4,8.3,
132,0.2400,-37.2,0.0400,20.4,8.6,
158,0.2800,-29.5,0.0400,20.4,7.7,
178,0.3200,-22.8,0.0400,20.4,6.7,
202,0.3600,-16.9,0.0400,20.4,5.9,
217,0.4000,-13.2,0.0400,20.4,3.7,
232,0.4400,-9.7,0.0400,20.4,3.5,
238,0.4800,-7.1,0.0400,20.4,2.6,
255,0.5200,-2.0,0.0400,20.4,5.1,
260,0.5600,-0.6,0.0400,20.4,1.4,
263,0.6000,-0.7,0.0400,20.4,-0.1,
273,0.6400,2.4,0.0400,20.4,3.1,
277,0.6800,5.0,0.0400,20.4,2.6,
299,0.7200,10.9,0.0400,20.4,5.9,
306,0.7600,12.7,0.0400,20.4,1.8,
314,0.8000,14.7,0.0400,20.4,2.0,
320,0.8400,16.4,0.0400,20.4,1.7,
327,0.8800,18.6,0.0400,20.4,2.2,
339,0.9200,21.1,0.0400,20.4,2.5,
346,0.9600,23.5,0.0400,20.4,2.4,
357,1.0000,26.0,0.0400,20.4,2.5,
362,1.0400,29.3,0.0400,20.4,3.3,
366,1.0800,30.1,0.0400,20.4,0.8,
379,1.1200,33.1,0.0400,20.4,3.0,
384,1.1600,37.3,0.0400,20.4,4.2,
388,1.2000,40.7,0.0400,20.4,3.4,
392,1.2400,41.4,0.0400,20.4,0.7,
398,1.2800,43.0,0.0400,20.4,1.6,
406,1.3200,45.5,0.0400,20.4,2.5,
417,1.3600,48.3,0.0400,20.4,2.8,
434,1.4000,52.1,0.0400,20.4,3.8,
443,1.4400,54.7,0.0400,20.4,2.6,
455,1.4800,57.7,0.0400,20.4,3.0,
460,1.5200,61.2,0.0400,20.4,3.5,
465,1.5600,65.3,0.0400,20.4,4.1,
470,1.6000,67.2,0.0400,20.4,1.9,
477,1.6400,69.7,0.0400,20.4,2.5,
486,1.6800,72.7,0.0400,20.4,3.0,
492,1.7200,76.6,0.0400,20.4,3.9,
497,1.7600,79.5,0.0400,20.4,2.9,
503,1.8000,83.5,0.0400,20.4,4.0,
517,1.8400,87.3,0.0400,20.4,3.8,
521,1.8800,94.3,0.0400,20.4,7.0,
526,1.9200,97.6,0.0400,20.4,3.3,
531,1.9600,102.7,0.0400,20.4,5.1,
548,2.0000,108.8,0.0400,20.4,6.1,
562,2.0400,116.4,0.0400,20.4,7.6,
573,2.0800,125.6,0.0400,20.4,9.2,
580,2.1200,135.9,0.0400,20.4,10.3,
586,2.1600,148.1,0.0400,20.4,12.2,
596,2.2000,157.1,0.0400,20.4,9.0,241.46
604,2.2400,165.9,0.0400,20.4,8.8,210.16
611,2.2800,173.1,0.0400,20.4,7.2,171.65
616,2.3200,179.9,0.0400,20.4,6.8,137.15
621,2.3600,184.6,0.0400,20.4,4.7,113.65
747,2.3800,185.9,0.0200,20.4,1.3,99.09
752,2.4000,188.0,0.0200,20.4,2.1,89.36
756,2.4200,190.1,0.0200,20.4,2.1,83.52
760,2.4400,191.6,0.0200,20.4,1.5,84.82
765,2.4600,193.0,0.0200,20.4,1.4,84.91
