Titration report,,,,, ,
Method,,,,,,
Method ID,,110,,"Release state
",Released,
Name,,CSUN2,,Modified by,SystemInternal,
Modified on,,2/22/2016 12:39:07 PM,,,,
Titration (EQP) [1],,"Scope 1/1, Sample 1/1",,,,
Measured Values,,"Scope 1/1, Sample 1/1",,,,
Time,V,Meas. value,dV,Temp.,dE,dE/dV
[s],[mL],[mV],[mL],[°C],[mV],[mV/mL]
0,0.0000,35.6,,19.7,,
26,0.0400,-42.1,0.0400,19.7,-77.7,
46,0.0800,-52.3,0.0400,19.7,-10.2,
49,0.1200,-52.2,0.0400,19.7,0.1,
80,0.1600,-45.3,0.0400,19.7,6.9,
110,0.2000,-36.7,0.0400,19.7,8.6,
136,0.2400,-29.1,0.0400,19.7,7.6,
160,0.2800,-22.6,0.0400,19.7,6.5,
178,0.3200,-17.6,0.0400,19.7,5.0,
194,0.3600,-13.2,0.0400,19.7,4.4,
206,0.4000,-10.0,0.0400,19.7,3.2,
215,0.4400,-7.6,0.0400,19.7,2.4,
234,0.4800,-1.6,0.0400,19.7,6.0,
238,0.5200,-0.6,0.0400,19.7,1.0,
243,0.5600,0.3,0.0400,19.7,0.9,
248,0.6000,2.7,0.0400,19.8,2.4,
253,0.6400,4.9,0.0400,19.7,2.2,
258,0.6800,5.8,0.0400,19.7,0.9,
280,0.7200,12.0,0.0400,19.7,6.2,
286,0.7600,14.6,0.0400,19.8,2.6,
291,0.8000,16.6,0.0400,19.8,2.0,
297,0.8400,18.8,0.0400,19.8,2.2,
302,0.8800,20.9,0.0400,19.8,2.1,
309,0.9200,22.6,0.0400,19.8,1.7,
321,0.9600,25.8,0.0400,19.8,3.2,
326,1.0000,28.4,0.0400,19.8,2.6,
332,1.0400,30.9,0.0400,19.8,2.5,
336,1.0800,32.5,0.0400,19.8,1.6,
344,1.1200,34.5,0.0400,19.8,2.0,
349,1.1600,39.6,0.0400,19.8,5.1,
353,1.2000,41.8,0.0400,19.8,2.2,
357,1.2400,44.2,0.0400,19.8,2.4,
362,1.2800,45.8,0.0400,19.8,1.6,
366,1.3200,47.5,0.0400,19.8,1.7,
370,1.3600,50.6,0.0400,19.8,3.1,
375,1.4000,54.7,0.0400,19.8,4.1,
379,1.4400,57.3,0.0400,19.8,2.6,
383,1.4800,59.5,0.0400,19.8,2.2,
387,1.5200,62.6,0.0400,19.8,3.1,
391,1.5600,63.4,0.0400,19.8,0.8,
395,1.6000,68.7,0.0400,19.8,5.3,
400,1.6400,71.1,0.0400,19.8,2.4,
404,1.6800,72.9,0.0400,19.8,1.8,
408,1.7200,76.7,0.0400,19.8,3.8,
412,1.7600,79.5,0.0400,19.8,2.8,
416,1.8000,83.6,0.0400,19.8,4.1,
420,1.8400,85.4,0.0400,19.8,1.8,
424,1.8800,91.7,0.0400,19.8,6.3,
428,1.9200,93.7,0.0400,19.8,2.0,
432,1.9600,99.6,0.0400,19.8,5.9,
437,2.0000,104.1,0.0400,19.8,4.5,
441,2.0400,112.3,0.0400,19.8,8.2,
446,2.0800,118.5,0.0400,19.8,6.2,
462,2.1200,126.5,0.0400,19.8,8.0,
475,2.1600,137.6,0.0400,19.8,11.1,
485,2.2000,148.4,0.0400,19.8,10.8,259.84
493,2.2400,158.8,0.0400,19.8,10.4,251.09
499,2.2800,167.7,0.0400,19.8,8.9,213.10
503,2.3200,175.0,0.0400,19.8,7.3,166.59
508,2.3600,181.3,0.0400,19.8,6.3,129.87
633,2.3800,182.1,0.0200,19.8,0.8,112.15
639,2.4000,184.2,0.0200,19.8,2.1,100.80
643,2.4200,186.7,0.0200,19.8,2.5,95.98
647,2.4400,189.0,0.0200,19.8,2.3,94.00
652,2.4600,190.4,0.0200,19.8,1.4,91.97
