Names,TA,Mass,
20160317_CRM.csv,2214.195826,99.89,NA
20160317_TANK10.csv,2176.871313,100.01,NA
20160317_TANK11.csv,2176.363834,100.02,NA
20160317_TANK12.csv,2178.603891,100.01,NA
20160317_TANK13.csv,2178.700462,100.18,NA
20160317_TANK14.csv,2165.250031,100.05,NA
20160317_TANK15.csv,2173.319345,100.07,NA
20160317_TANK16.csv,2181.707271,100.05,NA
20160317_TANK17.csv,2179.724103,100.18,NA
20160317_TANK18.csv,2176.724112,99.96,NA
20160317mass.csv,NA,NA,NA
