Tank,Mass,Salinity
20160229_CRM,99.73,33.561
20160229_Tank10,99.98,34.2
20160229_Tank11,100.09,34.3
20160229_Tank12,100.18,34.1
20160229_Tank13,100.57,34.4
20160229_Tank14,99.99,34.3
20160229_Tank15,100.02,34.1
20160229_Tank16,99.98,34
20160229_Tank17,100.02,34
20160229_Tank18,100.02,34.1
