"Names","TA","Mass"
"20160229_CRM.csv",2217.87825625419,99.73,NA
"20160229_Tank10.csv",2173.25978291787,99.98,NA
"20160229_Tank11.csv",2178.14154269376,100.09,NA
"20160229_Tank12.csv",2197.31577820255,100.18,NA
"20160229_Tank13.csv",2200.39885019547,100.57,NA
"20160229_Tank14.csv",2197.77408625654,99.99,NA
"20160229_Tank15.csv",2193.72191449928,100.02,NA
"20160229_Tank16.csv",2201.91425114065,99.98,NA
"20160229_Tank17.csv",2201.7498046284,100.02,NA
"20160229_Tank18.csv",2195.43042982943,100.02,NA
"20160229mass.csv",NA,NA,NA
