Tank,Mass,Salinity
20160218_CRM1,99.9,33.561
20160218_CRM2,100.3,33.561
20160218_Tank10,100.61,33.561
20160218_Tank11,100.56,33.561
20160218_Tank12,100.56,33.561
20160218_Tank13,100.36,33.561
20160218_Tank14,99.79,33.561
20160218_Tank15,99.48,33.561
20160218_Tank16,99.8,33.561
20160218_Tank17,100.28,33.561
20160218_Tank18,100.82,33.561
