Tank,Mass,Salinity
20160129_CRM,100.08,32.985
20160129_Tank8,100.19,34.3
20160129_Tank11,99.96,34.3
20160129_Tank12,99.36,34.3
20160129_Tank13,99.99,34.3
20160129_Tank14,99.99,33.9
20160129_Tank15,100.3,34.4
20160129_Tank16,99.98,34.3
20160129_Tank17,100.53,33.9
20160129_Tank18,100.19,34.3
