Tank,Mass,Salinity
20160428_CRM,100.03,32.985
20160428_TANK10,100.04,34
20160428_TANK11,100,34.1
20160428_TANK12,100.1,33.9
20160428_TANK13,99.99,33.9
20160428_TANK14,100.02,33.9
20160428_TANK15,100.09,33.9
20160428_TANK16,100.12,33.9
20160428_TANK17,99.97,33.9
20160428_TANK18,100.08,33.9
