Site Name ,TANKS
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,6376


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,22/01/2016 , 16:15:00,506,506
2,22/01/2016 , 16:30:00,474,474
3,22/01/2016 , 16:45:00,456,456
4,22/01/2016 , 17:00:00,296,296
5,22/01/2016 , 17:15:00,293,293
6,22/01/2016 , 17:30:00,225,225
7,22/01/2016 , 17:45:00,152,152
8,22/01/2016 , 18:00:00,82,82
9,22/01/2016 , 18:15:00,36,36
10,22/01/2016 , 18:30:00,6,6
11,22/01/2016 , 18:45:00,0,0
12,22/01/2016 , 19:00:00,0,0
13,22/01/2016 , 19:15:00,0,0
14,22/01/2016 , 19:30:00,0,0
15,22/01/2016 , 19:45:00,0,0
16,22/01/2016 , 20:00:00,0,0
17,22/01/2016 , 20:15:00,0,0
18,22/01/2016 , 20:30:00,0,0
19,22/01/2016 , 20:45:00,0,0
20,22/01/2016 , 21:00:00,0,0
21,22/01/2016 , 21:15:00,0,0
22,22/01/2016 , 21:30:00,0,0
23,22/01/2016 , 21:45:00,0,0
24,22/01/2016 , 22:00:00,0,0
25,22/01/2016 , 22:15:00,0,0
26,22/01/2016 , 22:30:00,0,0
27,22/01/2016 , 22:45:00,0,0
28,22/01/2016 , 23:00:00,0,0
29,22/01/2016 , 23:15:00,0,0
30,22/01/2016 , 23:30:00,0,0
31,22/01/2016 , 23:45:00,0,0
32,22/01/2016 , 24:00:00,0,0
33,23/01/2016 , 00:15:00,0,0
34,23/01/2016 , 00:30:00,0,0
35,23/01/2016 , 00:45:00,0,0
36,23/01/2016 , 01:00:00,0,0
37,23/01/2016 , 01:15:00,0,0
38,23/01/2016 , 01:30:00,0,0
39,23/01/2016 , 01:45:00,0,0
40,23/01/2016 , 02:00:00,0,0
41,23/01/2016 , 02:15:00,0,0
42,23/01/2016 , 02:30:00,0,0
43,23/01/2016 , 02:45:00,0,0
44,23/01/2016 , 03:00:00,0,0
45,23/01/2016 , 03:15:00,0,0
46,23/01/2016 , 03:30:00,0,0
47,23/01/2016 , 03:45:00,0,0
48,23/01/2016 , 04:00:00,0,0
49,23/01/2016 , 04:15:00,0,0
50,23/01/2016 , 04:30:00,0,0
51,23/01/2016 , 04:45:00,0,0
52,23/01/2016 , 05:00:00,0,0
53,23/01/2016 , 05:15:00,0,0
54,23/01/2016 , 05:30:00,0,0
55,23/01/2016 , 05:45:00,0,0
56,23/01/2016 , 06:00:00,0,0
57,23/01/2016 , 06:15:00,0,0
58,23/01/2016 , 06:30:00,0,0
59,23/01/2016 , 06:45:00,0,0
60,23/01/2016 , 07:00:00,0,0
61,23/01/2016 , 07:15:00,4,4
62,23/01/2016 , 07:30:00,20,20
63,23/01/2016 , 07:45:00,59,59
64,23/01/2016 , 08:00:00,104,104
65,23/01/2016 , 08:15:00,135,135
66,23/01/2016 , 08:30:00,300,300
67,23/01/2016 , 08:45:00,372,372
68,23/01/2016 , 09:00:00,415,415
69,23/01/2016 , 09:15:00,494,494
70,23/01/2016 , 09:30:00,618,618
71,23/01/2016 , 09:45:00,906,906
72,23/01/2016 , 10:00:00,1597,1597
73,23/01/2016 , 10:15:00,1494,1494
74,23/01/2016 , 10:30:00,1620,1620
75,23/01/2016 , 10:45:00,1843,1843
76,23/01/2016 , 11:00:00,1815,1815
77,23/01/2016 , 11:15:00,1465,1465
78,23/01/2016 , 11:30:00,1493,1493
79,23/01/2016 , 11:45:00,1409,1409
80,23/01/2016 , 12:00:00,1346,1346
81,23/01/2016 , 12:15:00,1481,1481
82,23/01/2016 , 12:30:00,1689,1689
83,23/01/2016 , 12:45:00,1959,1959
84,23/01/2016 , 13:00:00,6950,6950
85,23/01/2016 , 13:15:00,12031,12031
86,23/01/2016 , 13:30:00,7538,7538
87,23/01/2016 , 13:45:00,3871,3871
88,23/01/2016 , 14:00:00,1889,1889
89,23/01/2016 , 14:15:00,1197,1197
90,23/01/2016 , 14:30:00,1909,1909
91,23/01/2016 , 14:45:00,1300,1300
92,23/01/2016 , 15:00:00,1155,1155
93,23/01/2016 , 15:15:00,1584,1584
94,23/01/2016 , 15:30:00,1745,1745
95,23/01/2016 , 15:45:00,1126,1126
96,23/01/2016 , 16:00:00,1336,1336
97,23/01/2016 , 16:15:00,926,926
98,23/01/2016 , 16:30:00,635,635
99,23/01/2016 , 16:45:00,277,277
100,23/01/2016 , 17:00:00,232,232
101,23/01/2016 , 17:15:00,234,234
102,23/01/2016 , 17:30:00,240,240
103,23/01/2016 , 17:45:00,153,153
104,23/01/2016 , 18:00:00,87,87
105,23/01/2016 , 18:15:00,43,43
106,23/01/2016 , 18:30:00,7,7
107,23/01/2016 , 18:45:00,0,0
108,23/01/2016 , 19:00:00,0,0
109,23/01/2016 , 19:15:00,0,0
110,23/01/2016 , 19:30:00,0,0
