Tank,Mass,Salinity
20160414_CRM,99.99,33.561
20160414_TANK10,100,33.7
20160414_TANK11,99.97,33.7
20160414_TANK12,100,33.7
20160414_TANK13,99.96,33.7
20160414_TANK14,100,33.8
20160414_TANK15,100.23,33.8
20160414_TANK16,99.96,33.6
20160414_TANK17,100.02,33.7
20160414_TANK18,99.99,33.6
