"Names","TA","Mass"
"20160414_CRM.csv",2236.57228421306,99.99,NA
"20160414_TANK10.csv",2156.64318007722,100,NA
"20160414_TANK11.csv",2157.96315837266,99.97,NA
"20160414_TANK12.csv",1776.35755879485,100,NA
"20160414_TANK13.csv",2157.31497722291,99.96,NA
"20160414_TANK14.csv",2157.54006075156,100,NA
"20160414_TANK15.csv",2157.43087540604,100.23,NA
"20160414_TANK16.csv",2164.03977052233,99.96,NA
"20160414_TANK17.csv",2164.9108577809,100.02,NA
"20160414_TANK18.csv",2144.12597618898,99.99,NA
"20160414mass.csv",NA,NA,NA
"20160414mass.csv.gsheet",NA,NA,NA
"TA 20160414 .csv",NA,NA,NA
