Tank,Mass,Salinity
20160519_CRM,99.99,33.624
20160519_TANK10,100,33.8
20160519_TANK11,99.98,33.8
20160519_TANK12,100.01,33.7
20160519_TANK13,100.01,33.4
20160519_TANK14,99.98,33.8
20160519_TANK15,99.98,33.7
20160519_TANK16,100,33.7
20160519_TANK17,100.07,33.8
20160519_TANK18,100,33.5
