Tank,Mass,Salinity
20160211_CRM,100.24,33.561
20160211_Tank10,100.64,33.561
20160211_Tank11,100.24,33.561
20160211_Tank12,99.91,33.561
20160211_Tank13,99.6,33.561
20160211_Tank14,99.93,33.561
20160211_Tank15,100.14,33.561
20160211_Tank16,99.88,33.561
20160211_Tank17,99.87,33.561
20160211_Tank18,99.88,33.561
