Tank,Mass,Salinity
20160718_CRM,99.98,33.331
20160718_TANK10,99.93,33.3
20160718_TANK11,99.98,33.6
20160718_TANK12,100.06,33.6
20160718_TANK13,100,33.3
20160718_TANK14,99.96,33.6
20160718_TANK15,99.97,33.6
20160718_TANK16,100.01,33.5
20160718_TANK17,99.97,33.9
20160718_TANK18,99.95,33.7
