"Names","TA","Mass"
"20160718_CRM.csv",2231.27882534956,99.98,NA
"20160718_TANK10.csv",2118.40426776474,99.93,NA
"20160718_TANK11.csv",2122.01433686337,99.98,NA
"20160718_TANK12.csv",2121.72196200762,100.06,NA
"20160718_TANK13.csv",2115.79224216043,100,NA
"20160718_TANK14.csv",2113.55120827618,99.96,NA
"20160718_TANK15.csv",2106.47823472028,99.97,NA
"20160718_TANK16.csv",2117.33205109231,100.01,NA
"20160718_TANK17.csv",2186.5030716996,99.97,NA
"20160718_TANK18.csv",2106.92932592451,99.95,NA
"20160718mass.csv",NA,NA,NA
"TA 20160718 .csv",NA,NA,NA
